Entity1_id,Entity1_name,Entity1_type,Entity2_id,Entity2_name,Entity2_type,Evidence,Association,PD,PMIDs,Combination,MultilinkAnnotation,ClinicalAnnotation,Literature,VariantAnnotation,VipGene,Evidence score
PA162263525,neuropathic pain,Disease,PA35056,HLA-B,Gene,VariantAnnotation,associated,0,21676164;31896765,Gene - Disease,0.0,0.5000000000000001,0.0,1.0000000000000002,0.0,1
PA162263525,neuropathic pain,Disease,PA35923,SLC7A5,Gene,"ClinicalAnnotation,VariantAnnotation",ambiguous,1,33190395,Gene - Disease,0.0,1.0000000000000002,0.0,1.0000000000000002,0.0,3
PA29966,ITIH3,Gene,PA447216,Schizophrenia,Disease,"ClinicalAnnotation,VariantAnnotation",associated,1,27396837,Gene - Disease,0.0,1.0000000000000002,0.0,1.0000000000000002,0.0,3
PA443833,Cystitis,Disease,PA123,CYP2B6,Gene,ClinicalAnnotation,associated,1,19005482,Gene - Disease,0.0,0.5000000000000001,0.0,0.5000000000000001,0.0,2
PA443833,Cystitis,Disease,PA24697,ALDH3A1,Gene,VariantAnnotation,associated,0,18854779,Gene - Disease,0.0,0.5000000000000001,0.0,0.5000000000000001,0.0,1
PA329,SLC22A1,Gene,PA151958383,Gastrointestinal Stromal Tumors,Disease,"ClinicalAnnotation,VariantAnnotation",ambiguous,1,28762371;30237583;30713339,Gene - Disease,0.0,0.5000000000000001,0.0,1.0000000000000002,0.0,3
PA329,SLC22A1,Gene,PA165817016,Kidney Transplantation,Disease,VariantAnnotation,not associated,0,27402191,Gene - Disease,0.0,0.5000000000000001,0.0,1.0000000000000002,0.0,1
PA329,SLC22A1,Gene,PA166123046,cessation,Disease,VariantAnnotation,not associated,0,30713339,Gene - Disease,0.0,0.0,0.0,1.0000000000000002,0.0,1
PA329,SLC22A1,Gene,PA166123207,overall survival,Disease,VariantAnnotation,associated,0,32285752,Gene - Disease,0.0,0.0,0.0,1.0000000000000002,0.0,1
PA329,SLC22A1,Gene,PA166124386,gastrointestinal toxicity,Disease,VariantAnnotation,associated,0,22735389,Gene - Disease,0.0,0.0,0.0,1.0000000000000002,0.0,1
PA329,SLC22A1,Gene,PA166129521,sedation,Disease,VariantAnnotation,associated,0,23835420,Gene - Disease,0.0,0.0,0.0,1.0000000000000002,0.0,1
PA329,SLC22A1,Gene,PA166151827,adverse events,Disease,VariantAnnotation,associated,0,28791698,Gene - Disease,0.0,0.0,0.0,1.0000000000000002,0.0,1
PA329,SLC22A1,Gene,PA166176777,conjunctival hemorrhage,Disease,VariantAnnotation,associated,0,28762371,Gene - Disease,0.0,0.0,0.0,1.0000000000000002,0.0,1
PA329,SLC22A1,Gene,PA443886,Diabetes Mellitus,Disease,"ClinicalAnnotation,VariantAnnotation",ambiguous,1,19381165;19898263;29681852,Gene - Disease,0.0,1.0000000000000002,0.0,1.0000000000000002,0.0,3
PA329,SLC22A1,Gene,PA443890,"Diabetes Mellitus, Type 2",Disease,"ClinicalAnnotation,VariantAnnotation",ambiguous,1,17111267;21989078;22735389;25492374;26977146;27386433;27859023;34545025,Gene - Disease,0.0,1.0000000000000002,0.0,1.0000000000000002,0.0,3
PA329,SLC22A1,Gene,PA443928,Dizziness,Disease,VariantAnnotation,associated,0,23835420,Gene - Disease,0.0,0.0,0.0,1.0000000000000002,0.0,1
PA329,SLC22A1,Gene,PA443937,Drug Toxicity,Disease,VariantAnnotation,ambiguous,0,23835420;28289867;30237583;30713339,Gene - Disease,0.0,0.0,0.0,1.0000000000000002,0.0,1
PA329,SLC22A1,Gene,PA444065,Epilepsy,Disease,"ClinicalAnnotation,VariantAnnotation",ambiguous,0,27096250;27610747;32483200,Gene - Disease,0.0,0.5000000000000001,0.0,1.0000000000000002,0.0,2
PA329,SLC22A1,Gene,PA444101,Esophageal Neoplasms,Disease,VariantAnnotation,associated,0,32285752,Gene - Disease,0.0,0.5000000000000001,0.0,1.0000000000000002,0.0,1
PA329,SLC22A1,Gene,PA444354,Headache,Disease,VariantAnnotation,associated,0,23835420,Gene - Disease,0.0,0.0,0.0,1.0000000000000002,0.0,1
PA329,SLC22A1,Gene,PA444614,Infection,Disease,VariantAnnotation,associated,0,35456416,Gene - Disease,0.0,0.0,0.0,1.0000000000000002,0.0,1
PA329,SLC22A1,Gene,PA445048,Nausea,Disease,VariantAnnotation,ambiguous,0,23835420;34599645,Gene - Disease,0.0,0.5000000000000001,0.0,0.5000000000000001,0.0,1
PA329,SLC22A1,Gene,PA445062,Neoplasms,Disease,ClinicalAnnotation,associated,1,23272163;29427770;30237583;30713339,Gene - Disease,0.0,0.5000000000000001,0.0,0.5000000000000001,0.0,2
PA329,SLC22A1,Gene,PA445113,Neutropenia,Disease,VariantAnnotation,not associated,0,27402191,Gene - Disease,0.0,0.0,0.0,1.0000000000000002,0.0,1
PA329,SLC22A1,Gene,PA445208,Pain,Disease,VariantAnnotation,associated,0,27082504;27541716,Gene - Disease,0.0,0.0,0.0,1.0000000000000002,0.0,1
PA329,SLC22A1,Gene,PA445210,"Pain, Postoperative",Disease,VariantAnnotation,not associated,0,34599645,Gene - Disease,0.0,0.5000000000000001,0.0,1.0000000000000002,0.0,1
PA329,SLC22A1,Gene,PA445254,Parkinson Disease,Disease,"ClinicalAnnotation,VariantAnnotation",associated,1,20680652,Gene - Disease,0.0,0.5000000000000001,0.0,1.0000000000000002,0.0,3
PA329,SLC22A1,Gene,PA445376,Polycystic Ovary Syndrome,Disease,VariantAnnotation,not associated,0,28834135,Gene - Disease,0.0,0.0,0.0,1.0000000000000002,0.0,1
PA329,SLC22A1,Gene,PA445437,Pruritus,Disease,VariantAnnotation,not associated,0,34599645,Gene - Disease,0.0,0.0,0.0,1.0000000000000002,0.0,1
PA329,SLC22A1,Gene,PA445522,Respiratory Insufficiency,Disease,VariantAnnotation,associated,0,28470102,Gene - Disease,0.0,0.0,0.0,1.0000000000000002,0.0,1
PA329,SLC22A1,Gene,PA446155,Precursor Cell Lymphoblastic Leukemia-Lymphoma,Disease,VariantAnnotation,associated,0,35456416,Gene - Disease,0.0,0.0,0.0,1.0000000000000002,0.0,1
PA329,SLC22A1,Gene,PA446171,"Leukemia, Myelogenous, Chronic, BCR-ABL Positive",Disease,"ClinicalAnnotation,VariantAnnotation",ambiguous,1,22875622;23272163;24589908;28289867;29152138;29427770,Gene - Disease,0.0,0.5000000000000001,0.0,1.0000000000000002,0.0,3
PA329,SLC22A1,Gene,PA446970,Postoperative Nausea and Vomiting,Disease,VariantAnnotation,associated,0,28470102,Gene - Disease,0.0,0.5000000000000001,0.0,1.0000000000000002,0.0,1
PA329,SLC22A1,Gene,PA447230,HIV Infections,Disease,VariantAnnotation,not associated,0,23996099,Gene - Disease,0.5000000000000001,0.0,0.0,0.5000000000000001,0.0,1
PA162398608,PALB2,Gene,PA445425,Prostatic Neoplasms,Disease,MultilinkAnnotation,associated,0,32343194,Gene - Disease,0.5000000000000001,0.0,0.0,0.5000000000000001,0.0,1
PA166170245,febrile neutropenia,Disease,PA130,CYP3A4,Gene,VariantAnnotation,associated,0,35174070,Gene - Disease,0.0,0.0,0.0,1.0000000000000002,0.0,1
PA166170245,febrile neutropenia,Disease,PA134911502,SLC22A16,Gene,VariantAnnotation,not associated,0,28036387,Gene - Disease,0.0,0.0,0.0,1.0000000000000002,0.0,1
PA166170245,febrile neutropenia,Disease,PA134963132,NUDT15,Gene,VariantAnnotation,associated,0,30101994,Gene - Disease,0.0,0.0,0.0,1.0000000000000002,0.0,1
PA166170245,febrile neutropenia,Disease,PA267,ABCB1,Gene,VariantAnnotation,not associated,0,28036387,Gene - Disease,0.0,0.0,0.0,1.0000000000000002,0.0,1
PA166170245,febrile neutropenia,Disease,PA27848,ERCC2,Gene,VariantAnnotation,not associated,0,30914949,Gene - Disease,0.0,0.0,0.0,1.0000000000000002,0.0,1
PA166170245,febrile neutropenia,Disease,PA356,TPMT,Gene,VariantAnnotation,associated,0,35431360,Gene - Disease,0.0,0.0,0.0,1.0000000000000002,0.0,1
PA166170245,febrile neutropenia,Disease,PA420,UGT1A1,Gene,VariantAnnotation,associated,0,35267552,Gene - Disease,0.0,0.0,0.0,1.0000000000000002,0.0,1
PA26609,CLOCK,Gene,PA447197,Attention Deficit Disorder with Hyperactivity,Disease,VariantAnnotation,associated,0,36166946,Gene - Disease,0.0,0.0,0.0,1.0000000000000002,0.0,1
PA26609,CLOCK,Gene,PA447199,Bipolar Disorder,Disease,"ClinicalAnnotation,VariantAnnotation",ambiguous,1,21047205;21781277,Gene - Disease,0.0,0.5000000000000001,0.0,1.0000000000000002,0.0,3
PA33209,PFDN4,Gene,PA166119041,drug-induced liver injury,Disease,VariantAnnotation,associated,0,36708065,Gene - Disease,0.0,0.5000000000000001,0.0,1.0000000000000002,0.0,1
PA33209,PFDN4,Gene,PA443434,"Arthritis, Rheumatoid",Disease,VariantAnnotation,associated,0,36708065,Gene - Disease,0.0,0.5000000000000001,0.0,1.0000000000000002,0.0,1
PA162410599,ZNF804A,Gene,PA447199,Bipolar Disorder,Disease,"ClinicalAnnotation,VariantAnnotation",ambiguous,1,21961650;29121268,Gene - Disease,0.0,0.5000000000000001,0.0,1.0000000000000002,0.0,3
PA162410599,ZNF804A,Gene,PA447216,Schizophrenia,Disease,"ClinicalAnnotation,VariantAnnotation",associated,1,21892778,Gene - Disease,0.0,0.5000000000000001,0.0,1.0000000000000002,0.0,3
PA444071,"Epilepsy, Temporal Lobe",Disease,PA267,ABCB1,Gene,VariantAnnotation,not associated,0,25458099,Gene - Disease,0.0,0.5000000000000001,0.0,1.0000000000000002,0.0,1
PA444086,Erythema Nodosum,Disease,PA124,CYP2C19,Gene,VariantAnnotation,associated,0,31124417,Gene - Disease,0.0,0.0,0.0,1.0000000000000002,0.0,1
PA34117,RAB27A,Gene,PA443560,Breast Neoplasms,Disease,VariantAnnotation,not associated,0,29100455,Gene - Disease,0.0,0.0,0.0,1.0000000000000002,0.0,1
PA34117,RAB27A,Gene,PA444773,Leukopenia,Disease,VariantAnnotation,not associated,0,29100455,Gene - Disease,0.0,0.0,0.0,1.0000000000000002,0.0,1
PA34117,RAB27A,Gene,PA445113,Neutropenia,Disease,VariantAnnotation,not associated,0,29100455,Gene - Disease,0.0,0.0,0.0,1.0000000000000002,0.0,1
PA30167,KLRD1,Gene,PA443434,"Arthritis, Rheumatoid",Disease,"ClinicalAnnotation,VariantAnnotation",associated,1,26453102,Gene - Disease,0.0,0.5000000000000001,0.0,1.0000000000000002,0.0,3
PA444065,Epilepsy,Disease,PA121,CYP2A6,Gene,VariantAnnotation,associated,0,20089352,Gene - Disease,0.0,0.5000000000000001,0.0,1.0000000000000002,0.0,1
PA444065,Epilepsy,Disease,PA124,CYP2C19,Gene,"ClinicalAnnotation,VariantAnnotation",ambiguous,1,12451290;14729419;15483195;15533655;16815679;18466100;22641027;23666564;24345815;25162219;25323806;25372290;26122019;26223287;28302415;36718958,Gene - Disease,0.0,0.5000000000000001,0.0,1.0000000000000002,0.0,3
PA444065,Epilepsy,Disease,PA128,CYP2D6,Gene,VariantAnnotation,associated,0,24915025;28343093,Gene - Disease,0.0,0.5000000000000001,0.0,1.0000000000000002,0.0,1
PA444065,Epilepsy,Disease,PA130,CYP3A4,Gene,"ClinicalAnnotation,VariantAnnotation",ambiguous,0,23252947;25495409;26421491;28343093,Gene - Disease,0.0,1.0000000000000002,0.0,1.0000000000000002,0.0,2
PA444065,Epilepsy,Disease,PA131,CYP3A5,Gene,"ClinicalAnnotation,VariantAnnotation",ambiguous,1,23252947;24384557;25495409;26421491,Gene - Disease,0.0,1.0000000000000002,0.0,1.0000000000000002,0.0,3
PA444065,Epilepsy,Disease,PA134872551,ANKK1,Gene,"ClinicalAnnotation,VariantAnnotation",associated,1,25740917,Gene - Disease,0.0,0.5000000000000001,0.0,1.0000000000000002,0.0,3
PA444065,Epilepsy,Disease,PA145148412,NANOGP6,Gene,VariantAnnotation,not associated,0,21449672,Gene - Disease,0.0,0.5000000000000001,0.0,1.0000000000000002,0.0,1
PA444065,Epilepsy,Disease,PA24416,AOC1,Gene,VariantAnnotation,associated,0,34464454,Gene - Disease,0.0,0.5000000000000001,0.0,1.0000000000000002,0.0,1
PA444065,Epilepsy,Disease,PA245,MTHFR,Gene,"ClinicalAnnotation,VariantAnnotation",associated,1,31401974,Gene - Disease,0.0,0.5000000000000001,0.0,1.0000000000000002,0.0,3
PA444065,Epilepsy,Disease,PA24878,APEH,Gene,VariantAnnotation,associated,0,27406852,Gene - Disease,0.0,0.0,0.0,1.0000000000000002,0.0,1
PA444065,Epilepsy,Disease,PA26007,CACNA1A,Gene,VariantAnnotation,not associated,0,26216687,Gene - Disease,0.0,0.0,0.0,1.0000000000000002,0.0,1
PA444065,Epilepsy,Disease,PA26011,CACNA1I,Gene,VariantAnnotation,associated,0,28165634,Gene - Disease,0.0,0.5000000000000001,0.0,1.0000000000000002,0.0,1
PA444065,Epilepsy,Disease,PA267,ABCB1,Gene,"ClinicalAnnotation,VariantAnnotation",ambiguous,1,12686700;15452306;15805193;15857428;16004559;16386926;16542858;16753003;17125969;17306068;17521963;17529887;18812236;19450124;20417680;21391884;21747585;22188362;22630058;23252947;24300029;25458099;25495409;25846690;26122019;26213157;26421491;26555147;28165634;28837897;29791014;32308125;32457604;32483200;35303539;36250837,Gene - Disease,0.0,0.5000000000000001,0.0,1.0000000000000002,0.0,3
PA444065,Epilepsy,Disease,PA26840,CPS1,Gene,VariantAnnotation,associated,0,20456087,Gene - Disease,0.0,0.5000000000000001,0.0,1.0000000000000002,0.0,1
PA444065,Epilepsy,Disease,PA27092,CYP1A1,Gene,"ClinicalAnnotation,VariantAnnotation",associated,1,21121773;26951882,Gene - Disease,0.0,0.5000000000000001,0.0,1.0000000000000002,0.0,3
PA444065,Epilepsy,Disease,PA27093,CYP1A2,Gene,"ClinicalAnnotation,VariantAnnotation",associated,0,26762380,Gene - Disease,0.0,1.0000000000000002,0.0,1.0000000000000002,0.0,2
PA444065,Epilepsy,Disease,PA27829,EPHX1,Gene,"ClinicalAnnotation,VariantAnnotation",ambiguous,1,15692831;19620853;22188362;23252947;25495409;26314341;26555147,Gene - Disease,0.0,1.0000000000000002,0.0,1.0000000000000002,0.0,3
PA444065,Epilepsy,Disease,PA27957,FABP2,Gene,VariantAnnotation,not associated,0,21806385,Gene - Disease,0.0,0.5000000000000001,0.0,1.0000000000000002,0.0,1
PA444065,Epilepsy,Disease,PA28489,GABRA1,Gene,"ClinicalAnnotation,VariantAnnotation",ambiguous,1,21747585;22591328;24236484,Gene - Disease,0.0,0.5000000000000001,0.0,1.0000000000000002,0.0,3
PA444065,Epilepsy,Disease,PA28491,GABRA3,Gene,VariantAnnotation,not associated,0,24236484,Gene - Disease,0.0,0.0,0.0,1.0000000000000002,0.0,1
PA444065,Epilepsy,Disease,PA28501,GABRG2,Gene,VariantAnnotation,not associated,0,21747585,Gene - Disease,0.0,0.0,0.0,1.0000000000000002,0.0,1
PA444065,Epilepsy,Disease,PA28980,GRIN2B,Gene,"ClinicalAnnotation,VariantAnnotation",associated,1,21806385,Gene - Disease,0.0,1.0000000000000002,0.0,0.5000000000000001,0.0,3
PA444065,Epilepsy,Disease,PA29500,HSPA1L,Gene,ClinicalAnnotation,associated,1,16538175,Gene - Disease,0.0,1.0000000000000002,0.0,0.5000000000000001,0.0,2
PA444065,Epilepsy,Disease,PA301,SCN1A,Gene,"ClinicalAnnotation,VariantAnnotation",ambiguous,1,15805193;17001291;19289736;19694741;21561445;21747585;22188362;22292851;22591328;23859570;24342961;25155934;25823783;26314341;26555147;28753467;32457604,Gene - Disease,0.0,0.5000000000000001,0.0,1.0000000000000002,0.0,3
PA444065,Epilepsy,Disease,PA323,SLC15A1,Gene,VariantAnnotation,associated,0,34464454,Gene - Disease,0.0,0.5000000000000001,0.0,1.0000000000000002,0.0,1
PA444065,Epilepsy,Disease,PA33745,PRKAA2,Gene,VariantAnnotation,associated,0,25740917,Gene - Disease,0.0,0.5000000000000001,0.0,1.0000000000000002,0.0,1
PA444065,Epilepsy,Disease,PA35004,SCN2A,Gene,"ClinicalAnnotation,VariantAnnotation",ambiguous,1,18784617;19694741;21747585;22188362;23859570;25155934,Gene - Disease,0.0,0.5000000000000001,0.0,1.0000000000000002,0.0,3
PA444065,Epilepsy,Disease,PA35055,HLA-A,Gene,"ClinicalAnnotation,VariantAnnotation",ambiguous,1,24399721;27666425;28340402;29238301;29610167;29610831;30020991;32055583;33910375,Gene - Disease,0.0,1.0000000000000002,0.0,1.0000000000000002,0.0,3
PA444065,Epilepsy,Disease,PA35056,HLA-B,Gene,"ClinicalAnnotation,VariantAnnotation",ambiguous,1,15057820;17509004;18637831;19694795;20235791;21071176;21169036;21216202;21306565;21334226;22053601;22258364;22818943;23692434;23712814;24399721;24496695;24897291;25428396;25647819;27096699;27666425;29238301;31896765;32055583;33910375;34175889;34488672,Gene - Disease,0.0,1.0000000000000002,0.0,1.0000000000000002,0.0,3
PA444065,Epilepsy,Disease,PA35057,HLA-C,Gene,VariantAnnotation,associated,0,19694795;20235791;24399721;32055583,Gene - Disease,0.0,0.0,0.0,1.0000000000000002,0.0,1
PA444065,Epilepsy,Disease,PA35068,HLA-DQB1,Gene,VariantAnnotation,ambiguous,0,24399721;30020991,Gene - Disease,0.0,0.0,0.0,1.0000000000000002,0.0,1
PA444065,Epilepsy,Disease,PA35072,HLA-DRB1,Gene,"ClinicalAnnotation,VariantAnnotation",ambiguous,1,20235791;24399721;27666425;30020991,Gene - Disease,0.0,1.0000000000000002,0.0,1.0000000000000002,0.0,3
PA444065,Epilepsy,Disease,PA36017,SOD2,Gene,"ClinicalAnnotation,VariantAnnotation",associated,1,25372290,Gene - Disease,0.0,1.0000000000000002,0.0,1.0000000000000002,0.0,3
PA444065,Epilepsy,Disease,PA361,UGT2B7,Gene,"ClinicalAnnotation,VariantAnnotation",ambiguous,1,17687269;21806385;22188362;23099353;23252947;23263737;25823783;26213157;26790665;27096250;27406852;28837897;29243113;29791014;32483200;35303539,Gene - Disease,0.0,1.0000000000000002,0.0,1.0000000000000002,0.0,3
PA444065,Epilepsy,Disease,PA37178,UGT1A3,Gene,"ClinicalAnnotation,VariantAnnotation",associated,0,28763744,Gene - Disease,0.0,1.0000000000000002,0.0,1.0000000000000002,0.0,2
PA444065,Epilepsy,Disease,PA37179,UGT1A4,Gene,"ClinicalAnnotation,VariantAnnotation",ambiguous,0,22047493;23263737;24820767;26790665;28068583;28763744;29791014;32483200;35303539,Gene - Disease,0.0,1.0000000000000002,0.0,1.0000000000000002,0.0,2
PA444065,Epilepsy,Disease,PA37180,UGT1A5,Gene,"ClinicalAnnotation,VariantAnnotation",associated,0,28763744,Gene - Disease,0.0,1.0000000000000002,0.0,1.0000000000000002,0.0,2
PA444065,Epilepsy,Disease,PA37181,UGT1A6,Gene,"ClinicalAnnotation,VariantAnnotation",ambiguous,1,15761113;21806385;23099353;28763744;36250837;36718958,Gene - Disease,0.0,1.0000000000000002,0.0,1.0000000000000002,0.0,3
PA444065,Epilepsy,Disease,PA37182,UGT1A7,Gene,"ClinicalAnnotation,VariantAnnotation",ambiguous,1,15761113;21806385;27900402;28763744,Gene - Disease,0.0,1.0000000000000002,0.0,1.0000000000000002,0.0,3
PA444065,Epilepsy,Disease,PA37183,UGT1A8,Gene,"ClinicalAnnotation,VariantAnnotation",ambiguous,1,15761113;21806385;27900402;28763744,Gene - Disease,0.0,0.5000000000000001,0.0,1.0000000000000002,0.0,3
PA444065,Epilepsy,Disease,PA37188,UGT2B15,Gene,VariantAnnotation,associated,0,35303539,Gene - Disease,0.0,0.5000000000000001,0.0,1.0000000000000002,0.0,1
PA444065,Epilepsy,Disease,PA395,ABCC5,Gene,VariantAnnotation,ambiguous,0,21449672;34464454,Gene - Disease,0.0,0.5000000000000001,0.0,1.0000000000000002,0.0,1
PA444065,Epilepsy,Disease,PA419,UGT1A9,Gene,"ClinicalAnnotation,VariantAnnotation",ambiguous,1,15761113;21806385;27900402;28763744,Gene - Disease,0.0,0.5000000000000001,0.0,1.0000000000000002,0.0,3
PA444065,Epilepsy,Disease,PA83,CACNA1C,Gene,VariantAnnotation,not associated,0,26216687,Gene - Disease,0.0,0.5000000000000001,0.0,1.0000000000000002,0.0,1
PA38295,SLC22A11,Gene,PA443434,"Arthritis, Rheumatoid",Disease,"ClinicalAnnotation,VariantAnnotation",associated,1,26086825,Gene - Disease,0.0,0.5000000000000001,0.0,1.0000000000000002,0.0,3
PA38295,SLC22A11,Gene,PA444318,Gout,Disease,VariantAnnotation,not associated,0,29341237,Gene - Disease,0.0,0.0,0.0,1.0000000000000002,0.0,1
PA38295,SLC22A11,Gene,PA447230,HIV Infections,Disease,VariantAnnotation,not associated,0,19400747,Gene - Disease,0.0,0.0,0.0,1.0000000000000002,0.0,1
PA25128,ATP5F1E,Gene,PA443434,"Arthritis, Rheumatoid",Disease,"ClinicalAnnotation,VariantAnnotation",associated,1,26307125,Gene - Disease,0.0,0.5000000000000001,0.0,1.0000000000000002,0.0,3
PA25128,ATP5F1E,Gene,PA446975,Neurotoxicity Syndromes,Disease,VariantAnnotation,not associated,0,30723315,Gene - Disease,0.0,0.5000000000000001,0.0,1.0000000000000002,0.0,1
PA162392175,INS-IGF2,Gene,PA445204,Ovarian Neoplasms,Disease,VariantAnnotation,associated,0,30672383,Gene - Disease,0.5000000000000001,0.0,0.0,0.5000000000000001,0.5000000000000001,1
PA217,KCNJ11,Gene,PA150527845,Persistent Hyperinsulinemia Hypoglycemia of Infancy,Disease,"MultilinkAnnotation,VipGene",associated,0,12199344,Gene - Disease,0.5000000000000001,0.0,0.0,0.5000000000000001,0.5000000000000001,2
PA217,KCNJ11,Gene,PA152530787,"Diabetes, Permanent Neonatal (PNDM)",Disease,"MultilinkAnnotation,VipGene",associated,0,16087682;15580558;16087682,Gene - Disease,0.5000000000000001,0.0,0.0,0.5000000000000001,0.5000000000000001,2
PA217,KCNJ11,Gene,PA165817016,Kidney Transplantation,Disease,VariantAnnotation,associated,0,22264780,Gene - Disease,0.5000000000000001,0.0,0.0,0.5000000000000001,0.5000000000000001,1
PA217,KCNJ11,Gene,PA166114458,heart transplantation,Disease,VariantAnnotation,associated,0,22264780,Gene - Disease,0.0,0.0,0.0,1.0000000000000002,0.0,1
PA217,KCNJ11,Gene,PA166128095,treatment failure,Disease,VariantAnnotation,associated,0,32468916,Gene - Disease,0.0,0.0,0.0,1.0000000000000002,0.0,1
PA217,KCNJ11,Gene,PA443635,Cardiovascular Diseases,Disease,"MultilinkAnnotation,VipGene",associated,0,16455067; 16782803;14871556;16455067;16782803,Gene - Disease,1.0000000000000002,0.5000000000000001,0.0,0.5000000000000001,1.0000000000000002,2
PA217,KCNJ11,Gene,PA443886,Diabetes Mellitus,Disease,"ClinicalAnnotation,MultilinkAnnotation,VariantAnnotation,VipGene",ambiguous,1,12540637; 12540638; 15111507; 15579791; 15784703; 15797964; 15842514; 16885550; 9032109;11318841;12540637;12540638;15111507;15579791;15784703;15797964;15842514;16885550;22385882;24442125;25115353;29681852;9032109,Gene - Disease,1.0000000000000002,0.5000000000000001,0.0,0.5000000000000001,1.0000000000000002,5
PA217,KCNJ11,Gene,PA443890,"Diabetes Mellitus, Type 2",Disease,"ClinicalAnnotation,VariantAnnotation",ambiguous,1,11318841;16595597;20054294;20362271;21142918;22264780;22385882;24442125;25115353;32468916;32504053;34665019;8897013,Gene - Disease,0.0,0.5000000000000001,0.0,1.0000000000000002,0.0,3
PA217,KCNJ11,Gene,PA444570,Hypoglycemia,Disease,VariantAnnotation,not associated,0,21142918;24442125;32504053;34665019,Gene - Disease,0.0,0.5000000000000001,0.0,1.0000000000000002,0.0,1
PA162392705,KAT2B,Gene,PA446876,Substance-Related Disorders,Disease,"ClinicalAnnotation,VariantAnnotation",ambiguous,1,26202629,Gene - Disease,0.0,1.0000000000000002,0.0,1.0000000000000002,0.0,3
PA33942,PTEN,Gene,PA443622,"Carcinoma, Non-Small-Cell Lung",Disease,"ClinicalAnnotation,VariantAnnotation",associated,1,20447721,Gene - Disease,0.0,1.0000000000000002,0.0,1.0000000000000002,0.0,3
PA33942,PTEN,Gene,PA443937,Drug Toxicity,Disease,VariantAnnotation,associated,0,20447721,Gene - Disease,0.5000000000000001,0.0,0.5000000000000001,0.5000000000000001,0.0,1
PA33942,PTEN,Gene,PA444342,"Hamartoma Syndrome, Multiple",Disease,"Literature,MultilinkAnnotation",associated,0,23788249,Gene - Disease,0.5000000000000001,0.0,0.5000000000000001,0.5000000000000001,0.0,2
PA33942,PTEN,Gene,PA445058,Neoplasm Metastasis,Disease,"ClinicalAnnotation,VariantAnnotation",associated,1,25372392,Gene - Disease,0.0,1.0000000000000002,0.0,1.0000000000000002,0.0,3
PA27139,DAO,Gene,PA444460,Heroin Dependence,Disease,"ClinicalAnnotation,VariantAnnotation",ambiguous,1,34983973,Gene - Disease,0.0,1.0000000000000002,0.0,1.0000000000000002,0.0,3
PA27139,DAO,Gene,PA445768,Substance Withdrawal Syndrome,Disease,VariantAnnotation,ambiguous,0,34983973,Gene - Disease,0.0,0.5000000000000001,0.0,1.0000000000000002,0.0,1
PA447197,Attention Deficit Disorder with Hyperactivity,Disease,PA107,CES1,Gene,"ClinicalAnnotation,VariantAnnotation",ambiguous,1,19733552;22688218;24350812;36741090,Gene - Disease,0.0,0.5000000000000001,0.0,1.0000000000000002,0.0,3
PA447197,Attention Deficit Disorder with Hyperactivity,Disease,PA117,COMT,Gene,"ClinicalAnnotation,VariantAnnotation",ambiguous,1,18214865;18580877;18703939;19858760;21550019;22024001;22149470;23131881;23856854;24035255;24763183;27482244;28871191;29230023;35457347,Gene - Disease,0.0,0.5000000000000001,0.0,1.0000000000000002,0.0,3
PA447197,Attention Deficit Disorder with Hyperactivity,Disease,PA124,CYP2C19,Gene,VariantAnnotation,ambiguous,0,36851891,Gene - Disease,0.0,0.5000000000000001,0.0,1.0000000000000002,0.0,1
PA447197,Attention Deficit Disorder with Hyperactivity,Disease,PA128,CYP2D6,Gene,"ClinicalAnnotation,VariantAnnotation",ambiguous,1,11854152;12485958;17224704;17242628;17470523;17610534;17698328;19387424;20691935;21543662;22803597;23526481;25919121;26254792;26660002;26666748;30197492;36169235;36851891,Gene - Disease,0.0,1.0000000000000002,0.0,1.0000000000000002,0.0,3
PA447197,Attention Deficit Disorder with Hyperactivity,Disease,PA134873245,FARP2,Gene,"ClinicalAnnotation,VariantAnnotation",associated,1,29382897,Gene - Disease,0.0,1.0000000000000002,0.0,1.0000000000000002,0.0,3
PA447197,Attention Deficit Disorder with Hyperactivity,Disease,PA134910806,CORO7,Gene,"ClinicalAnnotation,VariantAnnotation",associated,1,29382897,Gene - Disease,0.0,1.0000000000000002,0.0,1.0000000000000002,0.0,3
PA447197,Attention Deficit Disorder with Hyperactivity,Disease,PA134933213,SENP3,Gene,"ClinicalAnnotation,VariantAnnotation",associated,1,29382897,Gene - Disease,0.0,1.0000000000000002,0.0,1.0000000000000002,0.0,3
PA447197,Attention Deficit Disorder with Hyperactivity,Disease,PA134968284,ADGRL3,Gene,"ClinicalAnnotation,VariantAnnotation",ambiguous,1,20157310;22486528;22851411;25229170;25989180;28871191;29230023;30696812,Gene - Disease,0.0,1.0000000000000002,0.0,1.0000000000000002,0.0,3
PA447197,Attention Deficit Disorder with Hyperactivity,Disease,PA134970652,ZNF565,Gene,"ClinicalAnnotation,VariantAnnotation",associated,1,29382897,Gene - Disease,0.0,1.0000000000000002,0.0,1.0000000000000002,0.0,3
PA447197,Attention Deficit Disorder with Hyperactivity,Disease,PA134982480,CHURC1,Gene,"ClinicalAnnotation,VariantAnnotation",associated,1,29382897,Gene - Disease,0.0,0.5000000000000001,0.0,1.0000000000000002,0.0,3
